DATE,BAMLC0A3CA
2011-02-01,1.3610000000000000
2011-03-01,1.3595652173913043
2011-04-01,1.3185714285714286
2011-05-01,1.3500000000000000
2011-06-01,1.5009090909090909
2011-07-01,1.5077272727272727
2011-08-01,1.9165217391304348
2011-09-01,2.2072727272727273
2011-10-01,2.3266666666666667
2011-11-01,2.3159090909090909
2011-12-01,2.4677272727272727
2012-01-01,2.1857142857142857
2012-02-01,1.8880952380952381
2012-03-01,1.7330434782608696
2012-04-01,1.7615000000000000
2012-05-01,1.8991304347826087
2012-06-01,1.9540909090909091
2012-07-01,1.7281818181818182
2012-08-01,1.5443478260869565
2012-09-01,1.4042857142857143
2012-10-01,1.2309090909090909
2012-11-01,1.2504545454545455
2012-12-01,1.2450000000000000
2013-01-01,1.1486363636363636
2013-02-01,1.1505000000000000
2013-03-01,1.1471428571428571
2013-04-01,1.1677272727272727
2013-05-01,1.1217391304347826
2013-06-01,1.2628571428571429
2013-07-01,1.2334782608695652
2013-08-01,1.1814285714285714
2013-09-01,1.1895238095238095
2013-10-01,1.1300000000000000
2013-11-01,1.0863636363636364
2013-12-01,1.00238095238095238095
2014-01-01,0.92363636363636363636
2014-02-01,0.93200000000000000000
2014-03-01,0.89476190476190476190
2014-04-01,0.85238095238095238095
2014-05-01,0.85478260869565217391
2014-06-01,0.83619047619047619048
2014-07-01,0.83173913043478260870
2014-08-01,0.86000000000000000000
2014-09-01,0.88181818181818181818
2014-10-01,0.96739130434782608696
2014-11-01,1.01714285714285714286
2014-12-01,1.0654545454545455
2015-01-01,1.1071428571428571
2015-02-01,1.04714285714285714286
2015-03-01,1.01772727272727272727
2015-04-01,1.03095238095238095238
2015-05-01,1.03619047619047619048
2015-06-01,1.1118181818181818
2015-07-01,1.1821739130434783
2015-08-01,1.2661904761904762
2015-09-01,1.2890909090909091
2015-10-01,1.3004347826086957
2015-11-01,1.2038095238095238
2015-12-01,1.2322727272727273
2016-01-01,1.3628571428571429
2016-02-01,1.5890476190476190
2016-03-01,1.3845454545454545
2016-04-01,1.2454545454545455
2016-05-01,1.1963636363636364
2016-06-01,1.2295454545454545
2016-07-01,1.1940909090909091
2016-08-01,1.1256521739130435
2016-09-01,1.1209090909090909
2016-10-01,1.0976190476190476
2016-11-01,1.0854545454545455
2016-12-01,1.0468181818181818
2017-01-01,1.03523809523809523810
2017-02-01,1.01150000000000000000
2017-03-01,0.97913043478260869565
2017-04-01,1.00050000000000000000
2017-05-01,0.95956521739130434783
2017-06-01,0.94272727272727272727
2017-07-01,0.87666666666666666667
2017-08-01,0.89043478260869565217
2017-09-01,0.89227272727272727273
2017-10-01,0.80000000000000000000
2017-11-01,0.81272727272727272727
2017-12-01,0.77666666666666666667
2018-01-01,0.73954545454545454545
2018-02-01,0.77150000000000000000
2018-03-01,0.89227272727272727273
2018-04-01,0.90952380952380952381
2018-05-01,0.92608695652173913043
2018-06-01,0.99863636363636363636
2018-07-01,0.99181818181818181818
2018-08-01,0.93478260869565217391
2018-09-01,0.91904761904761904762
2018-10-01,0.92826086956521739130
2018-11-01,1.0540909090909091
2018-12-01,1.1895000000000000
2019-01-01,1.1609090909090909
